,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
347,ANDHRA PRADESH,RAJAHMUNDRY,2012,13,5,3,49,35,183,0
348,ANDHRA PRADESH,RANGA REDDY,2012,27,21,16,58,31,152,0
349,ANDHRA PRADESH,SECUNDERABAD RLY.,2012,2,0,0,5,5,0,0
350,ANDHRA PRADESH,SRIKAKULAM,2012,39,18,3,116,69,312,0
351,ANDHRA PRADESH,TIRUPATHI URBAN,2012,12,14,6,21,11,96,0
352,ANDHRA PRADESH,VIJAYAWADA CITY,2012,47,39,16,223,418,1136,0
353,ANDHRA PRADESH,VIJAYAWADA RLY.,2012,0,3,0,5,6,1,0
354,ANDHRA PRADESH,VISAKHA RURAL,2012,27,13,9,67,20,134,0
355,ANDHRA PRADESH,VISAKHAPATNAM,2012,50,20,11,23,11,412,0
356,ANDHRA PRADESH,VIZIANAGARAM,2012,44,20,3,96,103,363,0
357,ANDHRA PRADESH,WARANGAL,2012,56,58,20,117,34,101,0
358,ANDHRA PRADESH,WARANGAL URBAN,2012,30,39,9,71,74,267,0
359,ANDHRA PRADESH,WEST GODAVARI,2012,130,59,19,296,235,757,0
360,Andhra Pradesh,ADILABAD,2013,61,47,12,197,138,464,0
361,Andhra Pradesh,ANANTAPUR,2013,28,84,23,337,43,161,0
362,Andhra Pradesh,CHITTOOR,2013,31,27,13,119,84,435,0
363,Andhra Pradesh,CUDDAPAH,2013,19,50,9,318,163,207,0
364,Andhra Pradesh,CYBERABAD,2013,138,129,43,350,338,1526,0
365,Andhra Pradesh,EAST GODAVARI,2013,74,33,15,352,222,483,0
366,Andhra Pradesh,GUNTAKAL RLY.,2013,0,0,0,3,2,0,0
367,Andhra Pradesh,GUNTUR,2013,38,54,16,296,135,608,0
368,Andhra Pradesh,GUNTUR URBAN,2013,28,34,7,124,93,326,0
369,Andhra Pradesh,HYDERABAD CITY,2013,101,52,39,225,90,1480,0
370,Andhra Pradesh,KARIMNAGAR,2013,57,103,39,354,276,670,0
371,Andhra Pradesh,KHAMMAM,2013,100,104,15,254,297,768,0
372,Andhra Pradesh,KRISHNA,2013,58,37,14,387,274,708,0
373,Andhra Pradesh,KURNOOL,2013,26,50,11,374,199,203,0
374,Andhra Pradesh,MAHABOOBNAGAR,2013,117,63,33,219,98,234,0
375,Andhra Pradesh,MEDAK,2013,64,38,25,169,73,476,0
376,Andhra Pradesh,NALGONDA,2013,77,110,27,367,313,327,0
377,Andhra Pradesh,NELLORE,2013,26,81,8,263,221,374,0
378,Andhra Pradesh,NIZAMABAD,2013,49,33,17,142,295,732,0
379,Andhra Pradesh,PRAKASHAM,2013,39,57,8,298,26,484,0
380,Andhra Pradesh,RAJAHMUNDRY,2013,14,4,2,67,68,209,0
381,Andhra Pradesh,RANGA REDDY,2013,37,25,14,69,23,168,0
382,Andhra Pradesh,SECUNDERABAD RLY.,2013,0,2,0,11,0,0,0
383,Andhra Pradesh,SRIKAKULAM,2013,42,23,3,207,129,361,0
384,Andhra Pradesh,TIRUPATHI URBAN,2013,10,15,7,45,31,133,0
385,Andhra Pradesh,VIJAYAWADA CITY,2013,48,45,12,249,456,1227,0
386,Andhra Pradesh,VIJAYAWADA RLY.,2013,1,1,2,6,5,0,0
387,Andhra Pradesh,VISAKHA RURAL,2013,32,23,8,139,79,210,0
388,Andhra Pradesh,VISAKHAPATNAM,2013,67,50,8,149,100,548,0
389,Andhra Pradesh,VIZIANAGARAM,2013,42,25,10,165,95,383,0
390,Andhra Pradesh,WARANGAL,2013,52,63,20,206,10,129,0
391,Andhra Pradesh,WARANGAL URBAN,2013,36,47,16,127,81,195,0
392,Andhra Pradesh,WEST GODAVARI,2013,123,86,16,342,245,855,0
393,Andhra Pradesh,Anantapur,2014,35,106,25,436,26,165,0
394,Andhra Pradesh,Chittoor,2014,32,34,17,135,94,278,0
395,Andhra Pradesh,Cuddapah,2014,28,16,16,215,12,91,0
396,Andhra Pradesh,East Godavari,2014,85,25,7,519,62,464,0
397,Andhra Pradesh,Guntakal Railway,2014,0,0,0,0,0,0,0
398,Andhra Pradesh,Guntur,2014,49,46,16,245,347,454,0
399,Andhra Pradesh,Guntur Urban,2014,40,56,12,160,452,345,0
400,Andhra Pradesh,Krishna,2014,80,34,8,354,232,613,0
401,Andhra Pradesh,Kurnool,2014,32,37,12,403,251,362,0
402,Andhra Pradesh,Nellore,2014,58,124,14,295,205,362,0
403,Andhra Pradesh,Prakasham,2014,50,50,8,197,16,402,0
404,Andhra Pradesh,Rajahmundry,2014,35,8,3,121,27,190,0
405,Andhra Pradesh,Srikakulam,2014,40,10,3,214,91,298,0
406,Andhra Pradesh,Tirupathi Urban,2014,18,17,13,60,21,167,0
407,Andhra Pradesh,Vijayawada City,2014,64,27,10,279,212,642,0
408,Andhra Pradesh,Vijayawada Railway,2014,0,2,2,8,6,1,0
409,Andhra Pradesh,Visakha Rural,2014,38,15,4,129,57,166,0
410,Andhra Pradesh,Visakhapatnam,2014,84,50,13,147,112,371,0
411,Andhra Pradesh,Vizianagaram,2014,47,19,8,225,327,330,0
412,Andhra Pradesh,West Godavari,2014,146,45,24,405,99,661,0
413,ARUNACHAL PRADESH,CHANGLANG,2002,3,2,0,0,0,2,0
414,ARUNACHAL PRADESH,DIBANG VALLEY,2002,5,5,0,4,0,5,0
415,ARUNACHAL PRADESH,KAMENG EAST,2002,1,3,0,6,0,0,0
416,ARUNACHAL PRADESH,KAMENG WEST,2002,0,1,0,0,0,0,0
417,ARUNACHAL PRADESH,LOHIT,2002,3,3,0,8,0,0,0
418,ARUNACHAL PRADESH,PAPUM PARE,2002,3,6,0,9,1,1,0
419,ARUNACHAL PRADESH,SIANG EAST,2002,11,8,0,14,0,1,0
420,ARUNACHAL PRADESH,SIANG WEST,2002,4,6,0,18,0,2,0
421,ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,1,3,0,4,0,0,0
422,ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,2,1,0,4,0,0,0
423,ARUNACHAL PRADESH,TAWANG,2002,1,0,0,0,1,1,0
424,ARUNACHAL PRADESH,TIRAP,2002,1,0,0,1,0,1,0
425,ARUNACHAL PRADESH,CHANGLANG,2003,4,7,0,0,0,2,0
426,ARUNACHAL PRADESH,DIBANG VALLEY,2003,2,1,0,1,0,5,0
427,ARUNACHAL PRADESH,K/KUMEY,2003,0,2,0,0,0,0,0
428,ARUNACHAL PRADESH,KAMENG EAST,2003,0,2,0,10,0,1,0
429,ARUNACHAL PRADESH,KAMENG WEST,2003,1,0,0,0,0,0,0
430,ARUNACHAL PRADESH,LOHIT,2003,1,14,0,5,0,1,0
431,ARUNACHAL PRADESH,PAPUM PARE,2003,3,8,0,7,0,1,0
432,ARUNACHAL PRADESH,SIANG EAST,2003,9,9,0,4,0,1,0
433,ARUNACHAL PRADESH,SIANG UPPER,2003,1,1,0,0,0,0,0
434,ARUNACHAL PRADESH,SIANG WEST,2003,5,4,0,6,0,1,0
435,ARUNACHAL PRADESH,SUBANSIRI LOWER,2003,3,0,0,0,0,0,0
436,ARUNACHAL PRADESH,SUBANSIRI UPPER,2003,1,2,0,0,0,0,0
437,ARUNACHAL PRADESH,TAWANG,2003,0,0,0,1,0,0,0
438,ARUNACHAL PRADESH,TIRAP,2003,1,0,0,9,0,2,0
439,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2003,0,1,0,0,0,0,0
440,ARUNACHAL PRADESH,CHANGLANG,2004,9,5,0,1,0,1,0
441,ARUNACHAL PRADESH,DIBANG VALLEY,2004,3,0,0,0,0,0,0
442,ARUNACHAL PRADESH,K/KUMEY,2004,0,1,0,0,0,0,0
443,ARUNACHAL PRADESH,KAMENG EAST,2004,0,2,0,4,0,0,0
444,ARUNACHAL PRADESH,KAMENG WEST,2004,2,2,0,1,0,0,0
445,ARUNACHAL PRADESH,LOHIT,2004,5,5,0,8,0,0,0
446,ARUNACHAL PRADESH,PAPUM PARE,2004,4,4,0,8,0,0,0
447,ARUNACHAL PRADESH,SIANG EAST,2004,11,10,0,11,0,1,0
448,ARUNACHAL PRADESH,SIANG UPPER,2004,1,0,0,2,0,0,0
449,ARUNACHAL PRADESH,SIANG WEST,2004,6,6,0,8,0,0,0
450,ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,0,0,0,1,0,0,0
451,ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,0,4,0,3,0,1,0
452,ARUNACHAL PRADESH,TAWANG,2004,0,0,0,13,0,1,0
453,ARUNACHAL PRADESH,TIRAP,2004,1,2,0,1,0,0,0
454,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,0,0,0,0,0,0,0
455,ARUNACHAL PRADESH,CHANGLANG,2005,2,5,0,1,0,1,0
456,ARUNACHAL PRADESH,DIBANG VALLEY,2005,0,4,0,5,0,0,0
457,ARUNACHAL PRADESH,K/KUMEY,2005,1,2,0,0,0,0,0
458,ARUNACHAL PRADESH,KAMENG EAST,2005,2,3,0,5,0,2,0
459,ARUNACHAL PRADESH,KAMENG WEST,2005,0,1,0,2,0,0,0
460,ARUNACHAL PRADESH,LOHIT,2005,3,4,0,7,0,1,0
461,ARUNACHAL PRADESH,PAPUM PARE,2005,6,7,0,4,0,2,0
462,ARUNACHAL PRADESH,SIANG EAST,2005,13,5,0,15,0,1,0
463,ARUNACHAL PRADESH,SIANG UPPER,2005,2,1,0,8,0,0,0
464,ARUNACHAL PRADESH,SIANG WEST,2005,3,4,0,5,0,0,0
465,ARUNACHAL PRADESH,SUBANSIRI LOWER,2005,0,3,0,4,0,0,0
466,ARUNACHAL PRADESH,SUBANSIRI UPPER,2005,2,0,0,5,0,1,0
467,ARUNACHAL PRADESH,TAWANG,2005,1,0,0,1,0,1,0
468,ARUNACHAL PRADESH,TIRAP,2005,0,0,0,5,0,0,0
469,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2005,0,0,0,0,0,0,0
470,ARUNACHAL PRADESH,CHANGLANG,2006,4,4,0,0,0,2,0
471,ARUNACHAL PRADESH,DIBANG VALLEY,2006,2,2,0,1,0,0,0
472,ARUNACHAL PRADESH,K/KUMEY,2006,2,2,0,0,0,0,0
473,ARUNACHAL PRADESH,KAMENG EAST,2006,1,0,0,2,0,0,0
474,ARUNACHAL PRADESH,KAMENG WEST,2006,2,2,0,3,0,0,0
475,ARUNACHAL PRADESH,LOHIT,2006,3,8,0,3,0,1,0
476,ARUNACHAL PRADESH,PAPUM PARE,2006,5,10,0,14,1,2,0
477,ARUNACHAL PRADESH,SIANG EAST,2006,7,4,0,11,0,1,0
478,ARUNACHAL PRADESH,SIANG UPPER,2006,2,2,0,6,0,1,0
479,ARUNACHAL PRADESH,SIANG WEST,2006,0,7,0,13,1,4,0
480,ARUNACHAL PRADESH,SUBANSIRI LOWER,2006,3,3,0,3,0,0,0
481,ARUNACHAL PRADESH,SUBANSIRI UPPER,2006,2,4,0,6,0,3,0
482,ARUNACHAL PRADESH,TAWANG,2006,0,0,0,1,0,0,0
483,ARUNACHAL PRADESH,TIRAP,2006,4,3,1,0,0,0,0
484,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2006,0,0,0,0,0,0,0
485,ARUNACHAL PRADESH,CHANGLANG,2007,7,2,0,5,0,4,0
486,ARUNACHAL PRADESH,DIBANG VALLEY,2007,2,3,0,5,0,1,0
487,ARUNACHAL PRADESH,K/KUMEY,2007,1,4,0,0,0,1,0
488,ARUNACHAL PRADESH,KAMENG EAST,2007,1,0,0,10,0,0,0
489,ARUNACHAL PRADESH,KAMENG WEST,2007,1,0,0,2,0,0,0
490,ARUNACHAL PRADESH,LOHIT,2007,5,12,0,4,0,0,0
491,ARUNACHAL PRADESH,PAPUM PARE,2007,8,8,0,15,0,8,0
492,ARUNACHAL PRADESH,SIANG EAST,2007,8,3,0,12,0,1,0
493,ARUNACHAL PRADESH,SIANG UPPER,2007,5,0,0,2,0,0,0
494,ARUNACHAL PRADESH,SIANG WEST,2007,3,5,0,5,1,3,0
495,ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,3,2,0,3,0,0,0
496,ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,3,4,0,5,0,2,0
497,ARUNACHAL PRADESH,TAWANG,2007,1,0,0,2,0,0,0
498,ARUNACHAL PRADESH,TIRAP,2007,0,1,0,2,0,0,0
499,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,0,0,0,0,0,0,0
500,ARUNACHAL PRADESH,CHANGLANG,2008,2,4,0,5,0,0,0
501,ARUNACHAL PRADESH,DIBANG VALLEY,2008,3,4,0,9,0,2,0
502,ARUNACHAL PRADESH,K/KUMEY,2008,2,2,0,2,0,1,0
503,ARUNACHAL PRADESH,KAMENG EAST,2008,5,4,0,0,0,0,0
504,ARUNACHAL PRADESH,KAMENG WEST,2008,0,2,0,4,0,0,0
505,ARUNACHAL PRADESH,LOHIT,2008,3,1,0,1,0,0,0
506,ARUNACHAL PRADESH,PAPUM PARE,2008,7,10,0,12,1,3,0
507,ARUNACHAL PRADESH,SIANG EAST,2008,5,5,0,6,0,1,0
508,ARUNACHAL PRADESH,SIANG UPPER,2008,0,1,0,1,0,0,0
509,ARUNACHAL PRADESH,SIANG WEST,2008,13,8,0,6,0,5,0
510,ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,0,3,0,10,0,0,0
511,ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,2,1,0,6,0,1,0
512,ARUNACHAL PRADESH,TAWANG,2008,0,0,0,5,0,0,0
513,ARUNACHAL PRADESH,TIRAP,2008,0,2,0,5,0,0,0
514,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,0,0,0,0,0,0,0
515,ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0
516,ARUNACHAL PRADESH,CHANGLANG,2009,8,6,0,3,0,4,0
517,ARUNACHAL PRADESH,DIBANG VALLEY,2009,3,4,0,2,0,1,0
518,ARUNACHAL PRADESH,K/KUMEY,2009,5,0,0,0,0,0,0
519,ARUNACHAL PRADESH,KAMENG EAST,2009,3,3,0,1,0,0,0
520,ARUNACHAL PRADESH,KAMENG WEST,2009,1,0,0,5,0,1,0
521,ARUNACHAL PRADESH,LOHIT,2009,8,2,0,5,0,0,0
522,ARUNACHAL PRADESH,PAPUM PARE,2009,11,3,0,10,6,1,0
523,ARUNACHAL PRADESH,SIANG EAST,2009,9,3,0,6,0,1,0
524,ARUNACHAL PRADESH,SIANG UPPER,2009,2,0,0,1,0,0,0
525,ARUNACHAL PRADESH,SIANG WEST,2009,5,4,0,6,0,4,0
526,ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,2,1,0,8,0,0,0
527,ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1,1,0,5,0,1,0
528,ARUNACHAL PRADESH,TAWANG,2009,0,0,0,0,0,0,0
529,ARUNACHAL PRADESH,TIRAP,2009,1,1,0,6,0,0,0
530,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2009,0,0,0,0,0,0,0
531,ARUNACHAL PRADESH,ANJAW,2010,1,0,0,0,0,2,0
532,ARUNACHAL PRADESH,CHANGLANG,2010,4,4,0,10,0,1,0
533,ARUNACHAL PRADESH,DIBANG VALLEY,2010,3,3,0,2,0,0,0
534,ARUNACHAL PRADESH,K/KUMEY,2010,0,1,0,0,0,0,0
535,ARUNACHAL PRADESH,KAMENG EAST,2010,1,3,0,2,0,0,0
536,ARUNACHAL PRADESH,KAMENG WEST,2010,0,3,0,5,0,0,0
537,ARUNACHAL PRADESH,LOHIT,2010,9,3,0,7,0,0,0
538,ARUNACHAL PRADESH,PAPUM PARE,2010,4,9,0,13,0,1,0
539,ARUNACHAL PRADESH,RURAL,2010,3,2,0,5,0,0,0
540,ARUNACHAL PRADESH,SIANG EAST,2010,8,5,0,8,0,0,0
541,ARUNACHAL PRADESH,SIANG UPPER,2010,1,1,0,2,0,0,0
542,ARUNACHAL PRADESH,SIANG WEST,2010,6,6,0,16,1,5,0
543,ARUNACHAL PRADESH,SUBANSIRI LOWER,2010,0,2,0,4,0,0,0
544,ARUNACHAL PRADESH,SUBANSIRI UPPER,2010,5,4,0,7,0,3,0
545,ARUNACHAL PRADESH,TAWANG,2010,1,0,0,1,0,0,0
546,ARUNACHAL PRADESH,TIRAP,2010,1,0,0,2,0,0,0
547,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2010,0,0,0,0,0,0,0
548,ARUNACHAL PRADESH,ANJAW,2011,0,0,0,0,0,0,0
549,ARUNACHAL PRADESH,CHANGLANG,2011,3,7,0,3,0,2,0
550,ARUNACHAL PRADESH,DIBANG VALLEY,2011,3,2,0,1,0,0,0
551,ARUNACHAL PRADESH,K/KUMEY,2011,4,0,0,0,0,0,0
552,ARUNACHAL PRADESH,KAMENG EAST,2011,3,2,0,3,0,0,0
553,ARUNACHAL PRADESH,KAMENG WEST,2011,0,1,0,4,0,0,0
554,ARUNACHAL PRADESH,LOHIT,2011,5,4,0,2,0,0,0
555,ARUNACHAL PRADESH,PAPUM PARE,2011,4,17,0,7,0,9,0
556,ARUNACHAL PRADESH,RURAL,2011,2,4,0,4,0,3,0
557,ARUNACHAL PRADESH,SIANG EAST,2011,8,4,0,7,0,2,0
558,ARUNACHAL PRADESH,SIANG UPPER,2011,1,3,0,3,0,0,0
559,ARUNACHAL PRADESH,SIANG WEST,2011,2,5,0,8,0,2,0
560,ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,2,3,0,0,0,0,0
561,ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,2,6,0,5,0,0,0
562,ARUNACHAL PRADESH,TAWANG,2011,0,1,0,1,0,0,0
563,ARUNACHAL PRADESH,TIRAP,2011,3,1,0,3,0,0,0
564,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2011,0,0,0,0,0,0,0
565,ARUNACHAL PRADESH,ANJAW,2012,0,1,0,0,0,0,0
566,ARUNACHAL PRADESH,CHANGLANG,2012,6,7,1,5,0,4,0
567,ARUNACHAL PRADESH,DIBANG VALLEY,2012,2,4,0,2,0,1,0
568,ARUNACHAL PRADESH,K/KUMEY,2012,2,1,0,1,0,0,0
569,ARUNACHAL PRADESH,KAMENG EAST,2012,6,2,0,1,0,0,0
570,ARUNACHAL PRADESH,KAMENG WEST,2012,0,1,0,1,0,2,0
571,ARUNACHAL PRADESH,LOHIT,2012,3,5,0,11,0,2,0
572,ARUNACHAL PRADESH,PAPUM PARE,2012,7,15,0,8,2,3,0
573,ARUNACHAL PRADESH,RURAL,2012,6,3,0,8,0,1,0
574,ARUNACHAL PRADESH,SIANG EAST,2012,6,0,0,4,0,1,0
575,ARUNACHAL PRADESH,SIANG UPPER,2012,1,3,0,0,0,3,0
576,ARUNACHAL PRADESH,SIANG WEST,2012,2,4,0,6,0,7,0
577,ARUNACHAL PRADESH,SUBANSIRI LOWER,2012,0,2,0,5,0,2,0
578,ARUNACHAL PRADESH,SUBANSIRI UPPER,2012,4,4,0,11,0,0,0
579,ARUNACHAL PRADESH,TAWANG,2012,0,0,0,1,0,0,0
580,ARUNACHAL PRADESH,TIRAP,2012,1,6,0,2,0,0,0
581,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2012,0,0,0,1,0,0,0
582,Arunachal Pradesh,ANJAW,2013,0,0,0,0,0,0,0
583,Arunachal Pradesh,CHANGLANG,2013,5,5,0,2,0,1,0
584,Arunachal Pradesh,DIBANG VALLEY,2013,0,1,0,2,0,0,0
585,Arunachal Pradesh,K/KUMEY,2013,0,1,0,1,0,0,0
586,Arunachal Pradesh,KAMENG EAST,2013,2,12,0,6,0,0,0
587,Arunachal Pradesh,KAMENG WEST,2013,2,0,0,0,0,0,0
588,Arunachal Pradesh,LOHIT,2013,10,22,0,10,0,2,0
589,Arunachal Pradesh,LONGDING,2013,1,2,0,2,0,0,0
590,Arunachal Pradesh,PAPUM PARE,2013,18,22,0,24,1,20,0
591,Arunachal Pradesh,RURAL,2013,3,5,0,5,0,1,0
592,Arunachal Pradesh,SIANG EAST,2013,10,2,0,6,0,1,0
593,Arunachal Pradesh,SIANG UPPER,2013,0,2,0,4,0,0,0
594,Arunachal Pradesh,SIANG WEST,2013,7,6,0,9,2,3,0
595,Arunachal Pradesh,SUBANSIRI LOWER,2013,5,0,0,3,0,0,0
596,Arunachal Pradesh,SUBANSIRI UPPER,2013,10,2,0,8,0,0,0
597,Arunachal Pradesh,TAWANG,2013,2,1,0,6,0,1,0
598,Arunachal Pradesh,TIRAP,2013,0,2,0,5,0,0,0
599,Arunachal Pradesh,UPPER DIBANG VALLEY,2013,0,1,0,0,0,0,0
600,Arunachal Pradesh,Anjaw,2014,0,1,0,1,0,0,0
601,Arunachal Pradesh,Changlang,2014,6,6,0,0,0,0,0
602,Arunachal Pradesh,Crime Branch,2014,0,0,0,0,0,0,0
603,Arunachal Pradesh,Dibang Valley,2014,1,0,0,0,0,0,0
604,Arunachal Pradesh,Kameng East,2014,1,1,0,6,0,0,0
605,Arunachal Pradesh,Kameng West,2014,0,2,0,9,0,2,0
606,Arunachal Pradesh,Kurung Kumey,2014,3,0,0,1,0,0,0
607,Arunachal Pradesh,Lohit,2014,7,25,0,13,0,1,0
608,Arunachal Pradesh,Longding,2014,3,4,0,3,0,0,0
609,Arunachal Pradesh,Lower Dibang Valley,2014,3,2,0,0,0,0,0
610,Arunachal Pradesh,Papum Pare City,2014,32,36,1,26,0,21,0
611,Arunachal Pradesh,Papum Pare Rural,2014,0,4,0,4,0,0,0
612,Arunachal Pradesh,Siang East,2014,11,2,0,21,0,4,0
613,Arunachal Pradesh,Siang Upper,2014,1,0,0,1,0,0,0
614,Arunachal Pradesh,Siang West,2014,6,1,0,11,3,8,0
615,Arunachal Pradesh,Subansiri Lower,2014,1,2,0,6,0,3,0
616,Arunachal Pradesh,Subansiri Upper,2014,5,2,0,16,0,3,0
617,Arunachal Pradesh,Tawang,2014,0,0,0,1,0,0,0
618,Arunachal Pradesh,Tirap,2014,3,3,0,2,0,0,0
619,ASSAM,BARPETA,2002,55,59,4,18,0,97,0
620,ASSAM,BONGAIGAON,2002,21,40,3,2,0,32,0
621,ASSAM,C.I.D.,2002,0,2,0,0,0,0,0
622,ASSAM,CACHAR,2002,71,80,7,156,0,219,0
623,ASSAM,DARRANG,2002,33,41,4,68,0,37,0
624,ASSAM,DHEMAJI,2002,48,25,1,23,0,57,0
625,ASSAM,DHUBRI,2002,46,51,4,67,2,167,0
626,ASSAM,DIBRUGARH,2002,45,58,1,27,0,43,0
627,ASSAM,G.R.P.,2002,0,0,0,0,0,0,0
628,ASSAM,GOALPARA,2002,40,29,2,67,0,93,0
629,ASSAM,GOLAGHAT,2002,42,60,0,36,0,36,0
630,ASSAM,GUWAHATI CITY,2002,60,144,6,41,0,69,0
631,ASSAM,HAILAKANDI,2002,24,42,1,30,0,34,0
632,ASSAM,JORHAT,2002,36,32,0,39,0,42,0
633,ASSAM,KAMRUP,2002,41,104,2,23,0,20,0
634,ASSAM,KARBI ANGLONG,2002,5,9,2,6,0,6,0
635,ASSAM,KARIMGANJ,2002,23,7,6,11,0,69,0
636,ASSAM,KOKRAJHAR,2002,15,18,3,51,0,38,0
637,ASSAM,LAKHIMPUR,2002,69,74,0,63,0,175,0
638,ASSAM,MORIGAON,2002,40,34,1,39,0,28,0
639,ASSAM,N.C.HILLS,2002,2,6,0,5,0,9,0
640,ASSAM,NAGAON,2002,61,124,7,115,5,158,0
641,ASSAM,NALBARI,2002,27,31,0,11,0,24,0
642,ASSAM,R.P.O.,2002,1,1,0,0,0,0,0
643,ASSAM,SIBSAGAR,2002,57,57,6,28,0,71,0
644,ASSAM,SONITPUR,2002,67,109,9,53,0,146,0
645,ASSAM,TINSUKIA,2002,41,39,1,5,0,24,0
646,ASSAM,BARPETA,2003,61,56,6,15,0,112,0
647,ASSAM,BONGAIGAON,2003,27,40,6,10,0,61,0
648,ASSAM,C.I.D.,2003,0,1,0,0,0,0,0
649,ASSAM,CACHAR,2003,70,95,3,118,0,229,0
650,ASSAM,DARRANG,2003,53,63,7,93,0,48,0
651,ASSAM,DHEMAJI,2003,43,10,0,14,0,44,0
652,ASSAM,DHUBRI,2003,68,51,6,87,0,151,0
653,ASSAM,DIBRUGARH,2003,38,39,0,28,0,28,0
654,ASSAM,G.R.P.,2003,0,1,0,1,0,0,0
655,ASSAM,GOALPARA,2003,60,47,2,36,0,152,0
656,ASSAM,GOLAGHAT,2003,67,60,0,26,0,58,0
657,ASSAM,GUWAHATI CITY,2003,38,184,4,52,0,135,0
658,ASSAM,HAILAKANDI,2003,27,35,2,29,2,30,0
659,ASSAM,JORHAT,2003,40,28,0,26,0,23,0
660,ASSAM,KAMRUP,2003,48,23,0,6,0,10,0
661,ASSAM,KARBI ANGLONG,2003,16,13,0,14,0,4,0
662,ASSAM,KARIMGANJ,2003,29,40,5,4,0,84,0
663,ASSAM,KOKRAJHAR,2003,22,31,2,28,0,37,0
664,ASSAM,LAKHIMPUR,2003,76,77,0,44,0,108,0
665,ASSAM,MORIGAON,2003,35,46,1,34,0,26,0
666,ASSAM,N.C.HILLS,2003,0,10,0,2,0,16,0
667,ASSAM,NAGAON,2003,105,159,7,107,4,181,0
668,ASSAM,NALBARI,2003,33,43,0,18,0,23,0
669,ASSAM,R.P.O.,2003,5,0,0,1,0,5,0
670,ASSAM,SIBSAGAR,2003,38,76,4,15,0,74,0
671,ASSAM,SONITPUR,2003,64,90,3,56,0,146,0
672,ASSAM,TINSUKIA,2003,32,33,2,14,0,23,0
673,ASSAM,BARPETA,2004,50,60,8,25,4,102,0
674,ASSAM,BONGAIGAON,2004,41,46,3,12,0,23,0
675,ASSAM,C.I.D.,2004,0,0,0,0,0,0,0
676,ASSAM,CACHAR,2004,46,92,4,114,0,256,0
677,ASSAM,DARRANG,2004,55,38,7,55,0,38,0
678,ASSAM,DHEMAJI,2004,53,40,0,33,0,74,0
679,ASSAM,DHUBRI,2004,79,65,9,110,1,183,0
680,ASSAM,DIBRUGARH,2004,58,68,4,50,0,63,0
681,ASSAM,G.R.P.,2004,2,3,0,2,0,7,0
682,ASSAM,GOALPARA,2004,50,51,3,8,0,119,0
683,ASSAM,GOLAGHAT,2004,62,70,0,31,0,79,0
684,ASSAM,GUWAHATI CITY,2004,88,228,3,45,0,55,0
685,ASSAM,HAILAKANDI,2004,18,25,2,4,1,23,0
686,ASSAM,JORHAT,2004,32,32,0,32,0,35,0
687,ASSAM,KAMRUP,2004,59,110,3,26,0,67,0
688,ASSAM,KARBI ANGLONG,2004,14,11,0,8,0,8,0
689,ASSAM,KARIMGANJ,2004,32,31,8,4,0,67,0
690,ASSAM,KOKRAJHAR,2004,33,24,2,41,0,45,0
691,ASSAM,LAKHIMPUR,2004,56,94,1,46,0,112,0
692,ASSAM,MORIGAON,2004,36,43,2,12,0,23,0
693,ASSAM,N.C.HILLS,2004,1,6,0,3,0,21,0
694,ASSAM,NAGAON,2004,91,134,6,69,5,203,0
695,ASSAM,NALBARI,2004,29,48,3,48,0,23,0
696,ASSAM,R.P.O.,2004,5,0,0,2,0,7,0
697,ASSAM,SIBSAGAR,2004,49,81,0,12,0,92,0
698,ASSAM,SONITPUR,2004,87,101,5,60,0,167,0
699,ASSAM,TINSUKIA,2004,45,51,1,31,0,53,0
700,ASSAM,BARPETA,2005,56,66,8,25,0,105,0
701,ASSAM,BASKA,2005,9,15,0,8,0,8,0
702,ASSAM,BONGAIGAON,2005,38,28,3,15,0,66,0
703,ASSAM,C.I.D.,2005,0,0,0,0,0,0,0
704,ASSAM,CACHAR,2005,51,99,4,165,0,334,0
